"identifier","file","description","subject[0]","subject[1]","subject[2]","title","creator","date","collection","language","licenseurl","rights","contributor","credits"
"lewis_e_250","lewis_e_250.pdf","Free Library of Philadelphia, Lewis E 250. Unknown, 15th century?. This manuscript contains a Treatise on the construction of an astrolabe.","Astronomy","Cosmology","Science","Treatise on the construction of an astrolabe","Free Library of Philadelphia","1400","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_251","lewis_e_251.pdf","Free Library of Philadelphia, Lewis E 251. Constantinople, 913 or 914. This large-format, tenth-century Greek manuscript on parchment consists of one leaf of the Wisdom of Solomon (fol. 1r-1v, 14:17 line 1-15:8 line 2) and ten leaves from Basil of Caesarea's Enarratio in prophetam Isaiam (fols. 2r-11v, 14:291 line 38-16:315 lines 3-4, but with one folio missing between folios 4 and 5 and four folios missing between folios 9 and 10), all from a much larger manuscript, codex Atheniensis 2641, National Library of Greece.  The parent manuscript, which is an Old Testament with patristic commentaries, has a colophon recording that it was written by the scribe Joseph in Constantinople in 913-914.  It is the earliest known dated manuscript written in minuscule bouletée.  These separated leaves were identified by Nadezhda Kavrus-Hoffman by their script, ruling pattern, and correspondence with text lacunae in the parent manuscript.","Commentary","10th century","Greek","Enarratio in prophetam Isaiam","Free Library of Philadelphia","0913","upenn","grc","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_253","lewis_e_253.pdf","Free Library of Philadelphia, Lewis E 253. Italy?, After 1359. This manuscript is a late fourteenth-century compilation of Franciscan documents, including a provincial constitution of 1359, the form of the vow taken by a man joining the order, and eleven of the twelve statutes adopted by the General Chapter of Assisi in 1354, with the very end of the eleventh and the twelfth missing. The manuscript is written by multiple hands and has occasional marginal notes.","Document","14th century","Italian","Manuscript of an evangelist and prebendary of the minor orders","Free Library of Philadelphia","1359","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_255","lewis_e_255.pdf","Free Library of Philadelphia, Lewis E 255. Leipzig?, Saxony, Germany, The present manuscript contains the same selection of biblical excerpts as a vellum imprint, printed in Leipzig by Jacobs Berwaldts [Bärwald] Erben in 1581 (only located printed copy: Paris, BnF, Vélins-1790); there are initials in a rounded medallion placed in lower border of ff. 11v, 19v, 23v, 30v, 43v: initials B / V / E / S separated by a crossed candelabra and dagger; also found in the lower borders of the 1581 edition, these initials have not been identified, but there is a supplementary clue in the printed 1581 edition: the blank heraldic shield simply inscribed here in ink with the letter L (fol. 24) [for Leipzig?], is instead interestingly filled with the arms of the Prince Elector Augustus of Saxony (1553-1586); he collected books that would be useful in his endeavors, following the advice of professors at the University of Leipzig, and taking advantage of the great Frankfurt and Leipzig book fairs; the luxury of the present copy suggests that it could be a presentation or preparatory copy made for or in the circle of the Prince Elector Augustus of Saxony (who ruled Saxony from 1553 to 1586), a reputed bibliophile, who commissioned manuscripts and imprints for the Electoral Library founded in Dresden in 1556; circa 1580, likely before 1581. This compact devotional work contains biblical extracts taken from the Lutheran 1534 German translation, illustrated by small hand-colored narrative woodcuts and woodcut borders. It was likely realized for or in a Saxon (princely?) milieu, as there exists a very rare imprint (unicum?) of the same text in Paris (Paris, BnF, Vélins-1790) with a shield of the Prince Elector Augustus of Saxony. The elegant and unusual binding presents panels recorded on Leipzig or Wittemberg bindings of the second half of the sixteenth century.","16th century","German","Germany","Devotional extracts from the bible","Free Library of Philadelphia","1580","upenn","ger","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_256","lewis_e_256.pdf","Free Library of Philadelphia, Lewis E 256. Bavaria?, Southern Germany, German Cistercian Monastery; 1318-1325. This manuscript is a complete fourteenth-century Cistercian Breviary from Germany.","Breviary","14th century","Germany","Breviary, Cistercian use","Free Library of Philadelphia","1318","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_257","lewis_e_257.pdf","Free Library of Philadelphia, Lewis E 257. Eastern Netherlands, Circa 1505. This manuscript, which belonged to a Franciscan sister, is an early sixteenth-century Dutch book of hours for the Use of Utrecht in the translation of Geert Groote. The leaves comprising the calendar and several of the leaves with large decorated initials marking the major text divisions are parchment and the rest of the manuscript is paper. The full-page miniature of the Trinity at the beginning is enclosed by a border printed from a metal cut and colored by hand.","Book of Hours","16th century","Christian","Book of Hours, Use of Utrecht","Free Library of Philadelphia","1505","upenn","dum","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_258","lewis_e_258.pdf","Free Library of Philadelphia, Lewis E 258. Italy?, 14th century. This manuscript is a fourteenth-century Italian copy of Life of Holy Francis and his companions.","Biography","14th century","Christian","Life of Holy Francis and his companions","Free Library of Philadelphia","1300","upenn","ita","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_260","lewis_e_260.pdf","Free Library of Philadelphia, Lewis E 260. Germany, 15th century. This manuscript contains the text of Schwabenspiegel, legal code concerning land ownership and other matters.","Treatise","15th century","German","Schwabenspiegel","Free Library of Philadelphia","1400","upenn","gmh","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_263","lewis_e_263.pdf","Free Library of Philadelphia, Lewis E 263. Granada, Spain, Issued 25 February 1538 (fol. 49r). This carta executoria, issued in the name of Charles I of Spain in favor of Alonso Mendez de Parada of the city of Huete in response to his litigation to establish noble status (pleito), was written in Granada and signed on February 25, 1538. It has elaborate illuminations on the first pages that are typical of this type of document, but the text, written in a rounded Gothic script, is mostly undecorated except for occasional illuminated letters marking the names of ancestors. The document is sewn in a single gathering with a multicolored cord.","16th century","Spanish","Spain","Carta executoria a pedimiento de Alonso Mendez de Parada","Free Library of Philadelphia","1538","upenn","spa","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_002_003","ms_002_003.pdf","The Rosenbach, MS 2/3. Metz, France, Written in the monaster of the Blessed Virgin of the Celestine Order at Metz, France, by Frater Johannes clericus; 15th century. This fifteenth-century French manuscript contains two texts by Saint Bonaventure.","Saint's Life","15th century","French","Meditationes super Genesim; Novella materia super septem peccatis capitalibus","The Rosenbach","1400","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1004_029","ms_1004_029.pdf","The Rosenbach, MS 1004/29. York, England, 1364. A mid-fourteenth-century physician's belt book containing calendar, tables of solar and lunar eclipses, anatomical phlebotomy diagram, and urine wheel.","14th century","English","England","Almanack","The Rosenbach","1364","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1057_014","ms_1057_014.pdf","Rosenbach, MS 1057/14. Amiens?, France, 1400-1450. This manuscript contains an extracanonical gospel (Liber de Infancia Salvatoris) on the life of Mary and the childhood of Christ.","Gospel Book","15t century","French","De infancia salvatoris","Rosenbach","1400","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1057_029","ms_1057_029.pdf","The Rosenbach, MS 1057/29. Paris or Tours, France, Between 1480 and 1500. This Book of Hours of the Use of Paris, produced in Paris or Tours between 1480 and 1500, includes a triple-graded French calendar containing many saints associated with Paris. The calendar is illustrated with marginal vignettes representing the labors of the months and the signs of the Zodiac. Each of the four Gospel Lessons is introduced with a large miniature, as are the Obsecro te and O intemerata prayers. The Hours of the Virgin is intercalated with the Hours of the Cross and Hours of the Holy Spirit in the habitual manner. The Penitential Psalms are introduced by a miniature of David and Goliath, and the Office of the Dead by a miniature of a young couple meeting Death in the guise of a skeleton. The Fifteen Joys of the Virgin and Seven Requests of Our Lord, both in French, open with a miniature of the Virgin and Child and the Trinity, respectively. Thirteen suffrages are illustrated with small square miniatures. A final bifolio contains prayers to be said at Communion, written in a different contemporary hand.","Book of Hours","15th century","French","Book of Hours, Use of Paris","The Rosenbach","1480","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1083_029","ms_1083_029.pdf","The Rosenbach, MS 1083/29. England, Second quarter of the fifteenth century. This manuscript contains the Confessio amantis, a 33,000-line Middle English poem by John Gower. The summaries and elegiacs are written in Latin, as rubrics. The text consists of the first version, dedicated to Richard II, with verses to Chaucer. This copy lacks the final original page of fifty-eight lines; the final folio (162) is a replica replacement by the twentieth-century scribe, Edward Johnston, dated 14-15 September, 1924.","15th century","English","England","Confessio amantis","The Rosenbach","1425","upenn","enm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1084_002","ms_1084_002.pdf","The Rosenbach, MS 1084/2. England, Circa 1440. This manuscript is a fragment of the Canterbury Tales, including portions of the Reeve's Tale, the Cook's Tale, and the Man of Law's Tale. These eleven leaves along with two leaves in the John Rylands Library (English MS. 63) are all that survive of the 'Oxford' manuscript.","15th century","English","Illustration","Canterbury tales","The Rosenbach","1440","upenn","enm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_1174_014","ms_1174_014.pdf","The Rosenbach, MS 1174/14. Bopfingen, Württemberg, Germany, Written at Bopfingen, Württemberg, by the student Johannes Anhang in 1408, finished on the morrow of the feast of the Apostle Thomas (December 22nd); 1408. This manuscript is an early fifteenth-century copy of Jacobus de Voragine's Sermones quadragesimales, which notably contains one of the earliest extant examples of a printed bookplate, that on Hildebrand Bradenburg of Biberach, circa 1480.","Collections of Sermons","15th century","German","Sermones quadragesimales","The Rosenbach","1408","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_197_030","ms_197_030.pdf","The Rosenbach, MS 197/30. Ghent?, Low Countries, Circa 1505-1510. This manuscript represents the sole known illuminated copy of a text by Jean Bouchet entitled Les Regnars traversant les perilleuses voyes des folles fiances du monde. Employing the fox as a metaphor for the vices of contemporary man, Bouchet's text and the nine accompanying miniatures denounce all estates of society: the king, the nobility, the clergy, the merchant class, and the common people. The author was a law clerk and rhetorician from Poitiers, France, but this manuscript copy of his text was produced for Philip the Handsome, archduke of Austria, while he was duke of Burgundy and count of Charolais. A slightly different version of this text was published, with woodcuts, by the Parisian publisher Antoine Vérard in late 1503 or early 1504.","16th century","Illustration","Miniature","Les regnars traversant les perilleuses voyes des folles fiances du monde","The Rosenbach","1505","upenn","frm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_232_011","ms_232_011.pdf","The Rosenbach, MS 232/11. Paris, France, Dedicated by the author to the Queen of France, Anne of Brittany; 1512. This sixteen-folio manuscript is entitled the Pronosticque historial de la félicité future de l'an mil cincq cens et douze. The text was written and signed by the Walloon poet and historiographer Jean Lemaire de Belges, and is an autograph copy produced for the Queen of France, Anne of Brittany. It appears to be the sole surviving exemplar of this unpublished and unknown text, and includes a colophon with the date and motto of the author (fol. 15v) and his signature (fol. 16v). The text concerns a prediction surrounding the auspicious circumstances at the beginning of the year 1512. The first page opening includes the queen's Castilian motto NON MUDERA inherited from her Spanish mother, as well as the year in Roman numerals in two red banderoles, which frame a star-like emblem with a cypher containing the letters of ANNA BONA (fol. 1v). The text is accompanied by a short poem [fols. 16r-16v], also by Lemaire and unpublished, entitled Double virelay dont chacun couplet a xii lignes de nouvelle invention.","Accounts","16th century","French","Pronosticque historial de la félicité future de l'an mil cincq cens et douze","The Rosenbach","1512","upenn","frm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_232_015","ms_232_015.pdf","The Rosenbach, MS 232/15. Northern France, 14th century. This manuscript is a fourteenth-century psalter, written in textualis script in northern France. Leaves with historiated initials have been removed, including the initials for Psalm 1 (before fol. 1) and Psalm 27 (before fol. 55), leaving the initials for Psalm 81 (fol. 198r) and Psalm 110 (fol. 276r). Every page has a relatively simple lateral border along the left margin in gold, blue, and pink, usually with animal or human heads at the top and bottom.","Psalter","14th century","French","Psalter","The Rosenbach","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_239_006","ms_239_006.pdf","The Rosenbach, MS 239/6. England, 1561-1572. This manuscript contains a sixteenth-century copy of De tartaro et eius origine in corpore humano. The treatise is in Latin, while the introduction (addressed to William Cecil, Lord Burghley) is in English.","16th century","German","England","De tartaro et eius origine in corpore humano","The Rosenbach","1561","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_239_025","ms_239_025.pdf","The Rosenbach, MS 239/25. Urbino?, Italy, Circa 1508. This is a manuscript copy of a famous ode to Guidobaldo of Montefeltro (1472-1508) by Baldassarre Castiglione (1478-1529). Circumstantial evidence suggests that the text was written in the summer of 1508. The text is dedicated to King Henry of England (Henry VII as per the 1513 Petrucci printed edition). The volume's fine humanist script and the decoration and coats-of-arms on the first page, together with the early English ownership marks, suggest that it was the presentation copy brought to England and offered to the king. The scribe and the illuminator have been identified by C.H. Clough (1978, p. 270) as Federigo Veterani (c. 1450-1530).","Friendship book","16th century","Italian","Ad sacratissimum Britanniae regem Henricum","The Rosenbach","1508","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_240_015","ms_240_015.pdf","The Rosenbach, MS 240/15. England, 13th century. This manuscript, a Cistercian breviary from England in the thirteenth century, is small in height and width, but has nearly four hundred leaves.  Written in a tiny Gothic textualis script, it has rubrication in faded red ink and decorated initials from three lines to seven lines throughout.  The initials alternate between red with green flourishing and green with red at the beginning and end of the volume; in the middle (fols. 94v-274v), the green is instead blue.  The feast of Saint Thomas, Archbishop of Canterbury, is noted in the margin on the appropriate page of the Sanctorale (fol. 301v).","Breviary","13th century","English","Breviary, Cistercian Use","The Rosenbach","1200","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_241_002","ms_241_002.pdf","The Rosenbach, MS 241/2. Angers?, France, According to the contemporary colophon, fol. 204v, written by order of René of Anjou for Louis Martel, seigneur d'Angierville, his councilor and chamberlain, in 1437; 1437. This imposing manuscript contains a trilogy of versified allegorical works by Guillaume de Deguileville (1295-before 1358), the popular Cistercian author whose works circulated widely in French. The first text contained in the manuscript is the Pèlerinage de la vie humaine in its first recension, the second is the Pèlerinage de l'âme and the third is the Pèlerinage de Jesus-Christ. The texts are accompanied by a total of 284 pen-and-wash drawings of varying artistic quality; at least three different artists appear to have worked on the illustration campaign. A colophon found on the recto and verso of the final folio states that the book was produced by the scribe Fromentin in 1437 at the behest of Duke René of Anjou for his councilor and chamberlain Louis Martel, lord of Angierville. On folio 106r the remains of a marginal note for an illuminator can be discerned.","Miscellany","15th century","French","Le pèlerinage de la vie humaine","The Rosenbach","1437","upenn","frm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_272_017","ms_272_017.pdf","The Rosenbach, MS 272/17. Italy, 1596. This manuscript is a diploma for a doctorate in civil and canon law accorded to Alexander Terentius (IUD) from the University of Padua, 1596.","16th century","Document","Italian","Diploma in civil and canon law","The Rosenbach","1596","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_431_024","ms_431_024.pdf","The Rosenbach, MS 431/24. Southern Germany, 22 August 1452. This manuscript is a southern German copy, dated 1452, of books 3 through 6 of the confessional manual by the fourteenth-century Franciscan Astesano, with reference tables at the end of the volume. Its binding, also mid-fifteenth-century, is by Johannes Fogel of Erfurt, Thuringia, incorporating multiple stamps used by Fogel, including one of his name. The text is written in two columns of forty-eight lines of Gothic cursive script and has minimal ornamentation, mostly in red ink.","15th century","German","Germany","Summa de casibus conscientiae, III-VI","The Rosenbach","1452","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_439_016","ms_439_016.pdf","The Rosenbach, MS 439/16. England, Circa 1465-1475. This manuscript is a copy of John Lydgate's Middle English version in seven-line stanzas of Laurence Premierfait's French translation of Boccaccio's De casibus virorum illustrium. It was written in bâtarde script in two columns of forty-six lines on folio-size parchment leaves, circa 1465-1475. The poem is divided into nine books, with seven of the book divisions marked with miniatures copied from Burgundian models. Other visual elements include large illuminated initials in gold on colored grounds at the beginning of each story and one-line initials with contrasting flourishing at the beginning of each stanza. The manuscript is incomplete, ending in book 9 with approximately 3200 lines (eighteen additional leaves) missing at the end.","Biography","15th century","English","Fall of princes","The Rosenbach","1465","upenn","enm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_443_021","ms_443_021.pdf","The Rosenbach, MS 443/21. Angers?, France, Circa 1460-1480. This short rhymed poetic work by Georges Chastellain, entitled L'outré d'amour pour amour morte, is an example of a Roman à clef, a narrative describing actual events presented as a fictional account using altered names. The manuscript was likely produced in Western France in the 1460s or 1470s, judging by the style of the bâtarde script and the four unframed miniatures (four more spaces for miniatures remain blank). The manuscript in question was once owned by Jacques Thiboust, a noted humanist book-collector in early-sixteenth-century France, and bears his stamped bookplate on the verso of the front flyleaf and the verso of folio 37, as well as various other ownership inscriptions hand-written by Thiboust. This manuscript appears to be a previously unnoticed addition to Thiboust's library.","Accounts","15th century","French","L'outré d'amour pour amour morte","The Rosenbach","1460","upenn","frm","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_482_002","ms_482_002.pdf","The Rosenbach, MS 482/2. Andalusia, Spain, Circa 1500. This manuscript is a Spanish translation of De regimine principum, a treatise on the conduct of princes originally written by Giles of Rome, copied circa 1500. The opening rubric attributes the translation to Bernaldo, bishop of Osma (fol. 1r), but the translation, along with its glosses, is now attributed to Juan García de Castrojeriz. The work is divided into three books, which are subdivided into parts; the parts are marked with pages with full illuminated borders and each chapter has an illuminated initial.","Treatise","16th century","Spanish","De regimine principum","The Rosenbach","1500","upenn","spa","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_011","ms_484_011.pdf","The Rosenbach, MS 484/11. Italy, 13th century. This manuscript is an Italian thirteenth-century copy of Bernard of Clairvaux's Sermones Super Cantica Canticorum (Sermons on the Song of Songs).","Collection of Sermons","13th century","Italian","Super cantica canticorum","The Rosenbach","1200","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_013","ms_484_013.pdf","The Rosenbach, MS 484/13. France, 12th century. This manuscript is a twelfth-century glossed copy of St. Paul's Epistles, with the glossa ordinaria of Walahfrid Strabo and the glossa interlinearis of Anselm of Laon.","Bible","12th century","French","Epistolae cum glossis","The Rosenbach","1100","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_015","ms_484_015.pdf","The Rosenbach, MS 484/15. Italy, 11th century. This manuscript, written in a fine Caroline minuscule of the eleventh century, contains Boethius' Commentary on Porphyrys' Isagoge, the Comentum super libro porphyrii Isagoge (fols. 1r-25r), as well as the same author's De decim predicamentis (fols. 25r-59v).","Commentary","11th Century","Italian","Commentum super libro Porphyrii Isagoge; De decim predicamentis","The Rosenbach","1000","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_016","ms_484_016.pdf","The Rosenbach, MS 484/16. France, 14th century. ","14th century","France","Damage","Concordantiae multorum librorum ad scientiam","The Rosenbach","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_018","ms_484_018.pdf","Free Library of Philadelphia, MS 484/18. Bohemia, 12th century. This manuscript is a twelfth-century copy of the Book of Joshua, with commentary.","Bible","Chronicle","12th century","Quaestiones in josue, judicum, regum, machabeis","Free Library of Philadelphia","1101","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"ms_484_020","ms_484_020.pdf","Free Library of Philadelphia, MS 484/20. Padua?, Italy, 15th century. This manuscript is a fifteenth-century Italian copy of Paolo Veneto's Compendium logicae.","Treatise","15th century","Italian","Compendium logicae","Free Library of Philadelphia","1401","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
